;;;;;;;;;SCA;SCA;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;GCA;GCA;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG;Matches
2489;David Timor\David-Timor;es ESP;MFDF;Getafe;es La Liga;29;1989;10.5;18;1.72;8;7;0;0;2;1;0;0.00;0;0;0;0;0;0;0;Matches
2490;Marcel Tisserand\Marcel-Tisserand;cd COD;DF;Wolfsburg;de Bundesliga;26;1993;13.4;12;0.90;10;0;0;0;0;2;1;0.07;1;0;0;0;0;0;0;Matches
2491;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Barcelona;es La Liga;19;1999;0.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2492;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Schalke 04;de Bundesliga;19;1999;4.1;2;0.49;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2493;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Villarreal;es La Liga;26;1992;11.0;23;2.08;15;0;4;2;1;1;5;0.45;4;0;0;1;0;0;0;Matches
2494;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Lyon;fr Ligue 1;26;1992;6.0;14;2.34;12;0;1;1;0;0;3;0.50;2;0;0;1;0;0;0;Matches
2495;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;Bayern Munich;de Bundesliga;24;1994;7.1;31;4.37;24;0;1;3;1;2;5;0.71;4;0;0;0;1;0;0;Matches
2496;Jeremy Toljan\Jeremy-Toljan;de GER;DF;Sassuolo;it Serie A;24;1994;24.3;43;1.77;40;2;1;0;0;0;4;0.16;4;0;0;0;0;0;0;Matches
2497;Rafael Tolói\Rafael-Toloi;br BRA;DF;Atalanta;it Serie A;28;1990;29.0;41;1.41;32;1;2;3;1;2;10;0.35;7;0;0;1;1;1;0;Matches
2498;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;Espanyol;es La Liga;24;1994;11.9;28;2.34;10;0;7;3;7;0;2;0.17;0;0;0;0;1;0;1;Matches
2499;Takehiro Tomiyasu\Takehiro-Tomiyasu;jp JPN;DF;Bologna;it Serie A;20;1998;28.1;37;1.32;30;0;2;3;1;1;5;0.18;4;0;1;0;0;0;0;Matches
2500;James Tomkins\James-Tomkins;eng ENG;DF;Crystal Palace;eng Premier League;30;1989;17.6;5;0.28;4;0;0;0;1;0;1;0.06;1;0;0;0;0;0;0;Matches
2501;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;Chelsea;eng Premier League;21;1997;14.3;14;0.98;14;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2502;Nenad Tomovi?\Nenad-Tomovic;rs SRB;DF;SPAL;it Serie A;31;1987;19.5;19;0.97;16;2;1;0;0;0;2;0.10;2;0;0;0;0;0;0;Matches
2503;Sandro Tonali\Sandro-Tonali;it ITA;MF;Brescia;it Serie A;19;2000;33.5;117;3.49;53;51;3;1;7;2;13;0.39;5;7;0;0;0;1;0;Matches
2504;Lorenzo Tonelli\Lorenzo-Tonelli;it ITA;DF;Sampdoria;it Serie A;29;1990;7.8;1;0.13;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2505;Toño\Tono;es ESP;DF;Levante;es La Liga;29;1989;17.7;36;2.04;30;5;1;0;0;0;4;0.23;3;1;0;0;0;0;0;Matches
2506;Ömer Toprak\Omer-Toprak;tr TUR;DF;Werder Bremen;de Bundesliga;30;1989;7.9;2;0.25;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2507;Ernesto Torregrossa\Ernesto-Torregrossa;it ITA;FW;Brescia;it Serie A;27;1992;20.5;66;3.22;40;3;5;8;10;0;11;0.54;7;0;0;4;0;0;0;Matches
2508;Lucas Torreira\Lucas-Torreira;uy URU;MF;Arsenal;eng Premier League;23;1996;16.8;29;1.73;20;3;2;2;2;0;2;0.12;2;0;0;0;0;0;0;Matches
2509;Ferrán Torres\Ferran-Torres;es ESP;MFFW;Valencia;es La Liga;19;2000;25.0;56;2.24;39;2;11;1;2;1;8;0.32;5;0;3;0;0;0;0;Matches
2510;Óliver Torres\Oliver-Torres;es ESP;MFFW;Sevilla;es La Liga;24;1994;17.7;41;2.31;35;1;2;1;0;2;7;0.39;5;1;0;0;0;1;0;Matches
2511;Pau Torres\Pau-Torres;es ESP;DF;Villarreal;es La Liga;22;1997;33.0;17;0.51;16;0;0;1;0;0;2;0.06;2;0;0;0;0;0;0;Matches
2512;Roberto Torres\Roberto-Torres;es ESP;MFFW;Osasuna;es La Liga;30;1989;30.2;88;2.91;56;20;3;4;4;1;10;0.33;6;3;0;0;0;1;0;Matches
2513;Lucas Torró\Lucas-Torro;es ESP;MFFW;Eint Frankfurt;de Bundesliga;25;1994;3.7;5;1.36;1;0;1;1;1;1;0;0.00;0;0;0;0;0;0;0;Matches
2514;Jordan Torunarigha\Jordan-Torunarigha;de GER;DF;Hertha BSC;de Bundesliga;21;1997;16.2;12;0.74;11;0;1;0;0;0;3;0.18;3;0;0;0;0;0;0;Matches
2515;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Crystal Palace;eng Premier League;28;1991;2.0;2;1.02;0;0;1;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2516;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Everton;eng Premier League;28;1991;3.2;7;2.16;6;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2517;Abdoulaye Touré\Abdoulaye-Toure;fr FRA;MF;Nantes;fr Ligue 1;25;1994;24.7;43;1.74;28;0;5;4;5;1;2;0.08;1;0;1;0;0;0;0;Matches
2518;Almamy Touré\Almamy-Toure;ml MLI;DF;Eint Frankfurt;de Bundesliga;23;1996;16.6;30;1.81;27;0;0;3;0;0;5;0.30;4;0;0;1;0;0;0;Matches
2519;Lucas Tousart\Lucas-Tousart;fr FRA;MF;Lyon;fr Ligue 1;22;1997;19.6;26;1.33;21;0;1;2;1;1;3;0.15;3;0;0;0;0;0;0;Matches
2520;Andros Townsend\Andros-Townsend;eng ENG;MF;Crystal Palace;eng Premier League;28;1991;14.4;23;1.60;17;1;0;2;2;1;2;0.14;2;0;0;0;0;0;0;Matches
2521;Aleksandar Trajkovski\Aleksandar-Trajkovski;mk MKD;MFDF;Mallorca;es La Liga;26;1992;3.7;21;5.73;10;7;2;0;2;0;1;0.27;0;0;0;0;1;0;0;Matches
2522;Adama Traoré\Adama-Traore;es ESP;FWMF;Wolves;eng Premier League;23;1996;28.9;99;3.42;66;0;18;0;12;3;15;0.52;11;0;1;0;2;1;0;Matches
2523;Adama Traoré\Adama-Traore;ml MLI;MF;Monaco;fr Ligue 1;24;1995;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2524;Adama Traoré\Adama-Traore;ml MLI;FWMF;Metz;fr Ligue 1;24;1995;11.2;56;5.00;37;15;1;0;3;0;4;0.36;3;1;0;0;0;0;0;Matches
2525;Amad Traoré\Amad-Traore;ci CIV;FW;Atalanta;it Serie A;17;2002;0.3;1;3.33;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2526;Bertrand Traoré\Bertrand-Traore;bf BFA;FWMF;Lyon;fr Ligue 1;23;1995;13.9;52;3.74;28;13;6;3;2;0;4;0.29;3;1;0;0;0;0;0;Matches
2527;Charles Traore\Charles-Traore;ml MLI;DF;Nantes;fr Ligue 1;27;1992;19.3;15;0.78;13;1;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2528;Hamari Traoré\Hamari-Traore;ml MLI;DF;Rennes;fr Ligue 1;27;1992;26.8;63;2.35;51;2;7;1;1;1;9;0.34;7;0;2;0;0;0;0;Matches
2529;Ibrahima Traoré\Ibrahima-Traore;gn GUI;FW;M'Gladbach;de Bundesliga;31;1988;1.7;9;5.33;8;0;1;0;0;0;1;0.59;1;0;0;0;0;0;0;Matches
2530;Ismaël Traoré\Ismael-Traore;ci CIV;DF;Angers;fr Ligue 1;32;1986;22.8;12;0.53;10;0;0;1;0;1;0;0.00;0;0;0;0;0;0;0;Matches
2531;Kevin Trapp\Kevin-Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;29;1990;22.0;3;0.14;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2532;Miguel Trauco\Miguel-Trauco;pe PER;DF;Saint-Étienne;fr Ligue 1;26;1992;16.4;20;1.22;13;3;2;1;0;1;2;0.12;2;0;0;0;0;0;0;Matches
2533;Mark Travers\Mark-Travers;ie IRL;GK;Bournemouth;eng Premier League;20;1999;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2534;Luca Tremolada\Luca-Tremolada;it ITA;MF;Brescia;it Serie A;27;1991;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2535;Trézéguet\Trezeguet;eg EGY;FWMF;Aston Villa;eng Premier League;24;1994;21.7;47;2.17;29;2;5;4;4;3;2;0.09;1;0;0;0;1;0;0;Matches
2536;Manu Trigueros\Manu-Trigueros;es ESP;MF;Villarreal;es La Liga;27;1991;17.2;63;3.67;50;5;0;3;3;2;6;0.35;6;0;0;0;0;0;0;Matches
2537;Christopher Trimmel\Christopher-Trimmel;at AUT;DF;Union Berlin;de Bundesliga;32;1987;31.8;78;2.45;25;51;1;1;0;0;9;0.28;1;8;0;0;0;0;0;Matches
2538;Alessandro Tripaldelli\Alessandro-Tripaldelli;it ITA;DF;Sassuolo;it Serie A;20;1999;1.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2539;Kieran Trippier\Kieran-Trippier;eng ENG;DF;Atlético Madrid;es La Liga;28;1990;22.0;69;3.14;37;32;0;0;0;0;8;0.36;5;3;0;0;0;0;0;Matches
2540;William Troost-Ekong\William-Troost-Ekong;ng NGA;DF;Udinese;it Serie A;25;1993;28.6;11;0.38;11;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2541;Leandro Trossard\Leandro-Trossard;be BEL;FWMF;Brighton;eng Premier League;24;1994;22.3;80;3.58;55;9;7;3;3;2;9;0.40;4;2;1;1;0;0;1;Matches
2542;Tom Trybull\Tom-Trybull;de GER;MF;Norwich City;eng Premier League;26;1993;12.6;9;0.72;7;0;1;1;0;0;1;0.08;1;0;0;0;0;0;0;Matches
2543;Axel Tuanzebe\Axel-Tuanzebe;eng ENG;DF;Manchester Utd;eng Premier League;21;1997;2.1;2;0.95;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
2544;Georgi Tunjov\Georgi-Tunjov;ee EST;MF;SPAL;it Serie A;18;2001;3.2;5;1.58;0;4;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
2545;Stefano Turati\Stefano-Turati;it ITA;GK;Sassuolo;it Serie A;;;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2546;Gennaro Tutino\Gennaro-Tutino;it ITA;FW;Hellas Verona;it Serie A;22;1996;2.5;5;2.00;4;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
2547;Matthieu Udol\Matthieu-Udol;fr FRA;DF;Metz;fr Ligue 1;23;1996;12.2;16;1.31;8;2;3;0;3;0;2;0.16;2;0;0;0;0;0;0;Matches
2548;Hwang Ui-jo\Hwang-Ui-jo;kr KOR;FWMF;Bordeaux;fr Ligue 1;26;1992;18.1;23;1.27;15;1;1;2;3;1;5;0.28;2;0;0;0;2;1;0;Matches
2549;Anthony Ujah\Anthony-Ujah;ng NGA;FWMF;Union Berlin;de Bundesliga;28;1990;10.5;17;1.61;14;0;0;2;0;1;6;0.57;3;0;0;2;0;1;0;Matches
2550;Samir Ujkani\Samir-Ujkani;xk KVX;GK;Torino;it Serie A;31;1988;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2551;Sven Ulreich\Sven-Ulreich;de GER;GK;Bayern Munich;de Bundesliga;30;1988;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2552;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;Barcelona;es La Liga;25;1993;10.5;5;0.47;5;0;0;0;0;0;2;0.19;2;0;0;0;0;0;0;Matches
2553;Enes Ünal\Enes-Unal;tr TUR;FW;Valladolid;es La Liga;22;1997;26.0;57;2.19;39;0;6;3;8;0;7;0.27;4;0;0;0;2;0;1;Matches
2554;Cengiz Ünder\Cengiz-Under;tr TUR;FW;Roma;it Serie A;22;1997;9.7;48;4.95;29;1;12;3;2;1;2;0.21;0;0;1;1;0;0;0;Matches
2555;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;RB Leipzig;de Bundesliga;20;1998;26.2;29;1.11;24;0;0;4;1;0;5;0.19;4;0;0;1;0;0;0;Matches
2556;Mark Uth\Mark-Uth;de GER;MFFW;Köln;de Bundesliga;27;1991;12.9;56;4.34;25;12;5;5;8;1;10;0.77;4;1;1;1;3;0;0;Matches
2557;Mark Uth\Mark-Uth;de GER;FWMF;Schalke 04;de Bundesliga;27;1991;3.9;4;1.02;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2558;Tomáš Vaclík\Tomas-Vaclik;cz CZE;GK;Sevilla;es La Liga;30;1989;32.5;4;0.12;3;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2559;Álvaro Vadillo\Alvaro-Vadillo;es ESP;FWMF;Granada;es La Liga;24;1994;13.5;39;2.88;20;14;1;0;4;0;2;0.15;0;1;0;0;1;0;0;Matches
2560;William Vainqueur\William-Vainqueur;fr FRA;MF;Toulouse;fr Ligue 1;30;1988;19.1;27;1.42;22;0;1;2;0;2;3;0.16;3;0;0;0;0;0;0;Matches
2561;Mirko Valdifiori\Mirko-Valdifiori;it ITA;MF;SPAL;it Serie A;33;1986;15.6;54;3.47;23;28;1;0;1;1;3;0.19;2;1;0;0;0;0;0;Matches
2562;Pierrick Valdivia\Pierrick-Valdivia;fr FRA;MF;Nîmes;fr Ligue 1;31;1988;0.8;1;1.32;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2563;Germán Valera\German-Valera;es ESP;FW;Atlético Madrid;es La Liga;17;2002;0.0;1;22.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2564;Antoine Valerio\Antoine-Valerio;fr FRA;MF;Nîmes;fr Ligue 1;19;1999;1.0;2;2.07;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2565;Borja Valero\Borja-Valero;es ESP;MF;Inter;it Serie A;34;1985;10.3;28;2.71;25;0;3;0;0;0;2;0.19;1;0;1;0;0;0;0;Matches
2566;Yan Valery\Yan-Valery;fr FRA;DF;Southampton;eng Premier League;20;1999;8.7;7;0.81;5;1;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2567;Martin Valjent\Martin-Valjent;sk SVK;DF;Mallorca;es La Liga;23;1995;35.4;14;0.40;12;1;0;1;0;0;1;0.03;1;0;0;0;0;0;0;Matches
2568;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Wolves;eng Premier League;22;1997;1.8;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2569;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Granada;es La Liga;22;1997;7.0;1;0.14;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2570;Manu Vallejo\Manu-Vallejo;es ESP;MFFW;Valencia;es La Liga;22;1997;4.6;11;2.37;7;0;1;1;2;0;1;0.22;1;0;0;0;0;0;0;Matches
2571;Luca Valls\Luca-Valls;fr FRA;FW;Nîmes;fr Ligue 1;20;1998;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2572;Theo Valls\Theo-Valls;fr FRA;MF;Nîmes;fr Ligue 1;23;1995;18.1;41;2.26;31;6;0;2;0;2;1;0.06;1;0;0;0;0;0;0;Matches
2573;Mattia Valoti\Mattia-Valoti;it ITA;MFFW;SPAL;it Serie A;25;1993;17.0;42;2.48;30;0;6;2;4;0;8;0.47;3;0;4;0;1;0;0;Matches
2574;Federico Valverde\Federico-Valverde;uy URU;MF;Real Madrid;es La Liga;21;1998;21.2;43;2.03;38;1;1;1;0;2;8;0.38;8;0;0;0;0;0;0;Matches
2575;Raphaël Varane\Raphael-Varane;fr FRA;DF;Real Madrid;es La Liga;26;1993;31.4;11;0.35;8;1;0;2;0;0;1;0.03;1;0;0;0;0;0;0;Matches
2576;Jamie Vardy\Jamie-Vardy;eng ENG;FW;Leicester City;eng Premier League;32;1987;33.7;65;1.93;40;0;11;6;5;2;12;0.36;6;0;2;1;2;0;1;Matches
2577;Matías Vargas\Matias-Vargas;ar ARG;FWMF;Espanyol;es La Liga;21;1997;11.4;27;2.37;22;3;2;0;0;0;3;0.26;2;1;0;0;0;0;0;Matches
2578;Ruben Vargas\Ruben-Vargas;ch SUI;FWMF;Augsburg;de Bundesliga;20;1998;28.1;61;2.17;36;2;8;6;6;3;5;0.18;3;0;0;0;2;0;0;Matches
2579;Thibaut Vargas\Thibaut-Vargas;fr FRA;DFMF;Montpellier;fr Ligue 1;19;2000;1.7;4;2.38;4;0;0;0;0;0;1;0.60;1;0;0;0;0;0;0;Matches
2580;Sebastian Vasiliadis\Sebastian-Vasiliadis;gr GRE;MF;Paderborn 07;de Bundesliga;21;1997;31.2;64;2.05;54;0;5;1;2;2;3;0.10;3;0;0;0;0;0;0;Matches
2581;Indiana Vassilev\Indiana-Vassilev;us USA;FWMF;Aston Villa;eng Premier League;18;2001;0.6;1;1.76;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2582;Denis Vavro\Denis-Vavro;sk SVK;DF;Lazio;it Serie A;23;1996;3.6;1;0.27;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2583;Franco Vázquez\Franco-Vazquez;ar ARG;MFFW;Sevilla;es La Liga;30;1989;12.2;25;2.05;21;0;1;1;2;0;3;0.25;3;0;0;0;0;0;0;Matches
2584;Kevin Vázquez\Kevin-Vazquez;es ESP;DF;Celta Vigo;es La Liga;26;1993;14.7;17;1.15;13;1;1;0;2;0;1;0.07;1;0;0;0;0;0;0;Matches
2585;Lucas Vázquez\Lucas-Vazquez;es ESP;MFFW;Real Madrid;es La Liga;28;1991;9.4;33;3.50;25;3;0;1;3;1;6;0.64;5;0;0;0;1;0;0;Matches
2586;Matías Vecino\Matias-Vecino;uy URU;MF;Inter;it Serie A;27;1991;14.2;30;2.11;22;0;2;3;2;1;4;0.28;4;0;0;0;0;0;0;Matches
2587;Koke Vegas\Koke-Vegas;es ESP;GK;Levante;es La Liga;23;1995;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2588;Miloš Veljkovi?\Milos-Veljkovic;rs SRB;DF;Werder Bremen;de Bundesliga;23;1995;22.8;14;0.61;14;0;0;0;0;0;4;0.18;4;0;0;0;0;0;0;Matches
2589;Miguel Veloso\Miguel-Veloso;pt POR;MF;Hellas Verona;it Serie A;33;1986;31.2;105;3.47;60;35;1;5;2;1;8;0.26;4;3;0;0;0;0;1;Matches
2590;Unai Vencedor Paris\Unai-Vencedor-Paris;es ESP;MF;Athletic Club;es La Liga;18;2000;0.8;1;1.23;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2591;Lorenzo Venuti\Lorenzo-Venuti;it ITA;DF;Fiorentina;it Serie A;24;1995;9.5;16;1.68;14;0;0;0;1;1;2;0.21;1;0;0;0;1;0;0;Matches
2592;Brayan Vera\Brayan-Vera;co COL;DFMF;Lecce;it Serie A;20;1999;1.7;4;2.32;2;1;0;0;0;1;1;0.58;1;0;0;0;0;0;0;Matches
2593;Simone Verdi\Simone-Verdi;it ITA;MFFW;Torino;it Serie A;27;1992;23.0;86;3.73;43;26;4;9;3;1;14;0.61;5;5;0;4;0;0;0;Matches
2594;Jordan Veretout\Jordan-Veretout;fr FRA;MF;Roma;it Serie A;26;1993;29.2;74;2.53;52;17;1;2;2;0;8;0.27;7;0;0;0;1;0;0;Matches
2595;Marco Verratti\Marco-Verratti;it ITA;MF;Paris S-G;fr Ligue 1;26;1992;16.5;55;3.34;44;2;2;0;2;5;13;0.79;12;1;0;0;0;0;0;Matches
2596;Valerio Verre\Valerio-Verre;it ITA;FWMF;Hellas Verona;it Serie A;25;1994;19.7;51;2.59;38;4;3;3;2;1;8;0.41;5;0;1;1;1;0;0;Matches
2597;Birger Verstraete\Birger-Verstraete;be BEL;MF;Köln;de Bundesliga;25;1994;7.4;17;2.30;8;9;0;0;0;0;1;0.14;0;1;0;0;0;0;0;Matches
2598;Jan Vertonghen\Jan-Vertonghen;be BEL;DF;Tottenham;eng Premier League;32;1987;18.3;8;0.44;7;1;0;0;0;0;1;0.05;1;0;0;0;0;0;0;Matches
2599;Mikel Vesga\Mikel-Vesga;es ESP;MF;Athletic Club;es La Liga;26;1993;14.1;19;1.35;13;1;0;3;1;1;3;0.21;1;0;0;1;1;0;0;Matches
2600;Jannik Vestergaard\Jannik-Vestergaard;dk DEN;DF;Southampton;eng Premier League;26;1992;16.6;6;0.36;6;0;0;0;0;0;1;0.06;1;0;0;0;0;0;0;Matches
2601;Rúben Vezo\Ruben-Vezo;pt POR;DF;Levante;es La Liga;25;1994;29.0;18;0.62;14;1;0;2;1;0;4;0.14;3;0;0;0;1;0;0;Matches
2602;Francesco Vicari\Francesco-Vicari;it ITA;DF;SPAL;it Serie A;24;1994;32.2;13;0.40;11;1;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
2603;Fede Vico\Fede-Vico;es ESP;MFFW;Granada;es La Liga;25;1994;9.7;26;2.67;15;7;0;1;3;0;2;0.21;2;0;0;0;0;0;0;Matches
2604;Aleix Vidal\Aleix-Vidal;es ESP;MF;Alavés;es La Liga;29;1989;24.1;71;2.95;37;19;3;2;8;2;9;0.37;4;2;0;0;2;1;0;Matches
2605;Arturo Vidal\Arturo-Vidal;cl CHI;MF;Barcelona;es La Liga;32;1987;18.6;49;2.64;41;2;2;2;2;0;8;0.43;6;0;0;0;2;0;0;Matches
2606;Clément Vidal\Clement-Vidal;fr FRA;DF;Montpellier;fr Ligue 1;19;2000;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2607;Nacho Vidal\Nacho-Vidal;es ESP;DF;Osasuna;es La Liga;24;1995;25.9;36;1.39;30;2;1;1;1;1;1;0.04;1;0;0;0;0;0;0;Matches
2608;Ronaldo Vieira\Ronaldo-Vieira;gw GNB;MF;Sampdoria;it Serie A;21;1998;20.2;45;2.23;36;4;2;1;2;0;2;0.10;2;0;0;0;0;0;0;Matches
2609;Mauro Vigorito\Mauro-Vigorito;it ITA;GK;Lecce;it Serie A;29;1990;4.7;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2610;Dídac Vilà\Didac-Vila;es ESP;DF;Espanyol;es La Liga;30;1989;27.7;35;1.26;26;4;1;3;1;0;2;0.07;1;0;0;1;0;0;0;Matches
2611;Toni Villa\Toni-Villa;es ESP;MF;Valladolid;es La Liga;24;1995;15.0;31;2.06;22;0;5;1;2;1;3;0.20;2;0;1;0;0;0;0;Matches
2612;Asier Villalibre\Asier-Villalibre;es ESP;FW;Athletic Club;es La Liga;21;1997;5.9;3;0.51;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2613;Gonzalo Villar\Gonzalo-Villar;es ESP;MF;Roma;it Serie A;21;1998;3.3;8;2.41;7;0;0;0;1;0;1;0.30;1;0;0;0;0;0;0;Matches
2614;Iván Villar\Ivan-Villar;es ESP;GK;Celta Vigo;es La Liga;22;1997;3.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2615;Juan Villar\Juan-Villar;es ESP;FW;Osasuna;es La Liga;31;1988;2.7;6;2.25;5;0;0;1;0;0;2;0.75;2;0;0;0;0;0;0;Matches
2616;Rúben Vinagre\Ruben-Vinagre;pt POR;DF;Wolves;eng Premier League;20;1999;7.2;9;1.24;6;1;2;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2617;Luigi Vitale\Luigi-Vitale;it ITA;DF;Hellas Verona;it Serie A;31;1987;0.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2618;Vitolo\Vitolo;es ESP;MFFW;Atlético Madrid;es La Liga;29;1989;13.6;39;2.86;26;0;5;2;6;0;3;0.22;3;0;0;0;0;0;0;Matches
2619;Mattia Viviani\Mattia-Viviani;it ITA;MF;Brescia;it Serie A;18;2000;3.8;4;1.05;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2620;Dušan Vlahovi?\Dusan-Vlahovic;rs SRB;FW;Fiorentina;it Serie A;19;2000;16.7;39;2.34;21;0;6;6;5;0;2;0.12;0;0;0;1;0;0;1;Matches
2621;Kevin Vogt\Kevin-Vogt;de GER;DF;Hoffenheim;de Bundesliga;27;1991;10.7;4;0.37;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2622;Kevin Vogt\Kevin-Vogt;de GER;DFMF;Werder Bremen;de Bundesliga;27;1991;12.3;7;0.57;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2623;Jake Vokins\Jake-Vokins;eng ENG;DF;Southampton;eng Premier League;19;2000;1.0;1;1.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2624;Kevin Volland\Kevin-Volland;de GER;FW;Leverkusen;de Bundesliga;27;1992;22.7;76;3.34;55;1;8;9;0;2;16;0.70;10;0;3;2;0;0;1;Matches
2625;Mario Vran?i?\Mario-Vrancic;ba BIH;MF;Norwich City;eng Premier League;30;1989;7.1;22;3.11;16;0;0;4;2;0;0;0.00;0;0;0;0;0;0;0;Matches
2626;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;Inter;it Serie A;27;1992;31.4;23;0.73;22;0;0;1;0;0;3;0.10;3;0;0;0;0;0;0;Matches
2627;Giacomo Vrioni\Giacomo-Vrioni;al ALB;FW;Juventus;it Serie A;20;1998;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2628;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;Atlético Madrid;es La Liga;27;1992;4.0;3;0.75;3;0;0;0;0;0;1;0.25;1;0;0;0;0;0;0;Matches
2629;Nikola Vuk?evi?\Nikola-Vukcevic;me MNE;MF;Levante;es La Liga;27;1991;17.4;13;0.75;10;0;0;0;1;2;3;0.17;3;0;0;0;0;0;0;Matches
2630;Mat?j Vydra\Matej-Vydra;cz CZE;FW;Burnley;eng Premier League;27;1992;9.1;21;2.31;13;0;4;1;3;0;3;0.33;1;0;2;0;0;0;0;Matches
2631;Molla Wagué\Molla-Wague;ml MLI;DF;Nantes;fr Ligue 1;28;1991;7.6;6;0.79;5;0;0;0;0;0;3;0.40;2;0;0;0;0;0;1;Matches
2632;Moussa Wagué\Moussa-Wague;sn SEN;DF;Barcelona;es La Liga;20;1998;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
2633;Moussa Wagué\Moussa-Wague;sn SEN;DF;Nice;fr Ligue 1;20;1998;2.2;7;3.15;5;0;1;1;0;0;2;0.90;1;0;0;1;0;0;0;Matches
